tweet_id,tweet_image_url,date,time,favorite_count,retweet_count,text,name,dog_type,dog_prediction,tweet_prediction,prediction_confidence,rating_numerator,rating_denominator,expanded_urls
793962221541933056,https://pbs.twimg.com/media/CwS4aqZXUAAe3IO.jpg,2016-11-02,23:45:19,18910,5711,This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly,Maximus,,True,labrador_retriever,86.17,12.0,12.0,"https://twitter.com/dog_rates/status/793962221541933056/photo/1,https://twitter.com/dog_rates/status/793962221541933056/photo/1"
793845145112371200,https://pbs.twimg.com/media/CwRN8H6WgAASe4X.jpg,2016-11-02,16:00:06,10295,2187,This is Clark. He was just caught wearing pants. 13/10 game-changing af,Clark,,True,old_english_sheepdog,76.53,13.0,13.0,https://twitter.com/dog_rates/status/793845145112371200/photo/1
793601777308463104,https://pbs.twimg.com/media/CwNwmxvXEAEJ54Z.jpg,2016-11-01,23:53:02,8926,1908,This is Dobby. I can't stop looking at her feet. 12/10 would absolutely snug,Dobby,,True,miniature_pinscher,53.9,12.0,12.0,https://twitter.com/dog_rates/status/793601777308463104/photo/1
793500921481273345,https://pbs.twimg.com/media/CwMU34YWIAAz1nU.jpg,2016-11-01,17:12:16,11953,2786,This is Fiona. She's an extremely mediocre copilot. Very distracting. Wink makes up for all the missed turns. 12/10,Fiona,,True,golden_retriever,32.61,12.0,12.0,"https://twitter.com/dog_rates/status/793500921481273345/photo/1,https://twitter.com/dog_rates/status/793500921481273345/photo/1"
793286476301799424,https://pbs.twimg.com/media/CwJR1okWIAA6XMp.jpg,2016-11-01,03:00:09,27597,10723,This is Moreton. He's the Good Boy Who Lived. 13/10 magical as h*ck,Moreton,,True,afghan_hound,27.46,13.0,13.0,"https://twitter.com/dog_rates/status/793286476301799424/photo/1,https://twitter.com/dog_rates/status/793286476301799424/photo/1"
793271401113350145,https://pbs.twimg.com/media/CwJEIKTWYAAvL-T.jpg,2016-11-01,02:00:14,9677,2763,Meet Dave. It's his favorite day of the year. He gets to fulfill his dream of being a dinosaur. 12/10 inspirational af,Dave,,True,siberian_husky,23.17,12.0,12.0,https://twitter.com/dog_rates/status/793271401113350145/photo/1
793256262322548741,https://pbs.twimg.com/media/CwI2XCvXEAEO8mc.jpg,2016-11-01,01:00:05,22350,9714,Oh h*ck look at this spookling right here. Fright level off the charts. 12/10 sufficiently spooked,None,,True,basset,20.76,12.0,12.0,https://twitter.com/dog_rates/status/793256262322548741/photo/1
793241302385262592,https://pbs.twimg.com/media/CwIougTWcAAMLyq.jpg,2016-11-01,00:00:38,11780,3812,This is Tucker. He's out here bustin h*ckin ghosts. 13/10 dedicated af,Tucker,,True,golden_retriever,55.93,13.0,13.0,https://twitter.com/dog_rates/status/793241302385262592/photo/1
793226087023144960,https://pbs.twimg.com/media/CwIa5CjW8AErZgL.jpg,2016-10-31,23:00:11,11001,3338,"This is Juno. She spooked me up real good, but only to get my attention. Above average handwriting for a dog I think. 11/10",Juno,,True,wire-haired_fox_terrier,45.6,11.0,11.0,"https://twitter.com/dog_rates/status/793226087023144960/photo/1,https://twitter.com/dog_rates/status/793226087023144960/photo/1,https://twitter.com/dog_rates/status/793226087023144960/photo/1"
793210959003287553,https://pbs.twimg.com/media/CwINKJeW8AYHVkn.jpg,2016-10-31,22:00:04,9997,3301,This is Maude. She's the h*ckin happiest wasp you've ever seen. 10/10 would pet with caution,Maude,,False,doormat,87.44,10.0,10.0,https://twitter.com/dog_rates/status/793210959003287553/photo/1
793195938047070209,https://pbs.twimg.com/media/CwH_foYWgAEvTyI.jpg,2016-10-31,21:00:23,17063,6547,Say hello to Lily. She's pupset that her costume doesn't fit as well as last year. 12/10 poor puppo,Lily,puppo,True,labrador_retriever,65.48,12.0,12.0,"https://twitter.com/dog_rates/status/793195938047070209/photo/1,https://twitter.com/dog_rates/status/793195938047070209/photo/1"
793180763617361921,https://pbs.twimg.com/media/CwHxsdYVMAAqGCJ.jpg,2016-10-31,20:00:05,7740,2310,This is Newt. He's a strawberry. 11/10,Newt,,True,lakeland_terrier,26.68,11.0,11.0,https://twitter.com/dog_rates/status/793180763617361921/photo/1
793165685325201412,https://pbs.twimg.com/media/CwHj-jGWAAAnsny.jpg,2016-10-31,19:00:10,10478,3238,This is Benji. He's Air Bud. It's a low effort costume but he pulls it off rather h*ckin well. 12/10 would happily get dunked on,Benji,,True,golden_retriever,94.62,12.0,12.0,https://twitter.com/dog_rates/status/793165685325201412/photo/1
793150605191548928,https://pbs.twimg.com/media/CwHWOZ7W8AAHv8S.jpg,2016-10-31,18:00:14,6909,1984,This is Nida. She's a free elf. Waited so long for this day. 11/10,Nida,,True,italian_greyhound,19.39,11.0,11.0,https://twitter.com/dog_rates/status/793150605191548928/photo/1
793135492858580992,https://pbs.twimg.com/media/CwHIg61WIAApnEV.jpg,2016-10-31,17:00:11,7214,2893,Your favorite squad is looking extra h*ckin spooky today. 13/10 for all,None,,False,bakery,73.7,13.0,13.0,"https://twitter.com/dog_rates/status/793135492858580992/photo/1,https://twitter.com/dog_rates/status/793135492858580992/photo/1"
793120401413079041,https://pbs.twimg.com/media/CwG6zDfWcAA8jBD.jpg,2016-10-31,16:00:13,14202,4551,"This is Robin. She's desperately trying to do me a frighten, but her tongue drastically decreases her spook value. Still 11/10 great effort",Robin,,True,labrador_retriever,72.49,11.0,11.0,https://twitter.com/dog_rates/status/793120401413079041/photo/1
792913359805018113,https://pbs.twimg.com/media/CwD-eCLWIAA6v0B.jpg,2016-10-31,02:17:31,16063,4715,Here is a perfect example of someone who has their priorities in order. 13/10 for both owner and Forrest,a,,False,web_site,22.67,13.0,13.0,"https://twitter.com/dog_rates/status/792913359805018113/photo/1,https://twitter.com/dog_rates/status/792913359805018113/photo/1,https://twitter.com/dog_rates/status/792913359805018113/photo/1,https://twitter.com/dog_rates/status/792913359805018113/photo/1"
792883833364439040,https://pbs.twimg.com/media/CwDjoH3WAAIniIs.jpg,2016-10-31,00:20:11,12666,4964,This is Bailey. She's rather h*ckin hype for Halloween tomorrow. Carved those pupkins herself. 12/10,Bailey,,False,jack-o'-lantern,99.93,12.0,12.0,"https://twitter.com/dog_rates/status/792883833364439040/photo/1,https://twitter.com/dog_rates/status/792883833364439040/photo/1,https://twitter.com/dog_rates/status/792883833364439040/photo/1,https://twitter.com/dog_rates/status/792883833364439040/photo/1"
792773781206999040,https://pbs.twimg.com/media/CwB_i-zXEAEiP29.jpg,2016-10-30,17:02:53,8209,1963,This is Monster. Not an actual monster tho. He's showing you his tongue. Very impressive Monster. 12/10 would snug,Monster,,True,yorkshire_terrier,91.28,12.0,12.0,https://twitter.com/dog_rates/status/792773781206999040/photo/1
792394556390137856,https://pbs.twimg.com/media/Cv8moW9W8AIHOxR.jpg,2016-10-29,15:55:58,15128,4998,Meet BeBe. She rocks the messy bun of your dreams. H*ckin flawless. 12/10 would watch her tutorial,BeBe,,True,cocker_spaniel,74.64,12.0,12.0,"https://twitter.com/dog_rates/status/792394556390137856/photo/1,https://twitter.com/dog_rates/status/792394556390137856/photo/1"
792050063153438720,https://pbs.twimg.com/media/Cv3tU38WcAASFas.jpg,2016-10-28,17:07:05,8029,2088,This is Remus. He's a mop that came to life. Can't see anything. Constantly trips over himself. Still a very good dog. 11/10,Remus,,True,komondor,94.29,11.0,11.0,"https://twitter.com/dog_rates/status/792050063153438720/photo/1,https://twitter.com/dog_rates/status/792050063153438720/photo/1"
791672322847637504,https://pbs.twimg.com/media/CvyVxQRWEAAdSZS.jpg,2016-10-27,16:06:04,13129,3661,When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10,None,,True,golden_retriever,70.51,13.0,13.0,https://twitter.com/dog_rates/status/791672322847637504/photo/1
791406955684368384,https://pbs.twimg.com/media/CvukbEkWAAAV-69.jpg,2016-10-26,22:31:36,14670,4797,Say hello to Levi. He's a Madagascan Butterbop. One of the more docile Butterbops I've seen. 12/10 would give all the pets,Levi,,True,pembroke,97.26,12.0,12.0,"https://twitter.com/dog_rates/status/791406955684368384/photo/1,https://twitter.com/dog_rates/status/791406955684368384/photo/1,https://twitter.com/dog_rates/status/791406955684368384/photo/1,https://twitter.com/dog_rates/status/791406955684368384/photo/1"
791312159183634433,https://pbs.twimg.com/media/CvtONV4WAAAQ3Rn.jpg,2016-10-26,16:14:55,9841,2963,This is Mabel. She's super h*ckin smol. Portable af. Comes with the smol shoe. 12/10 would keep in frocket,Mabel,,True,miniature_pinscher,89.29,12.0,12.0,"https://twitter.com/dog_rates/status/791312159183634433/photo/1,https://twitter.com/dog_rates/status/791312159183634433/photo/1,https://twitter.com/dog_rates/status/791312159183634433/photo/1,https://twitter.com/dog_rates/status/791312159183634433/photo/1"
790987426131050500,https://pbs.twimg.com/media/Cvom3ZJXEAE29TD.jpg,2016-10-25,18:44:32,11089,2483,This is Misty. She has a cowboy hat on her nose. 12/10,Misty,,True,cocker_spaniel,34.92,12.0,12.0,https://twitter.com/dog_rates/status/790987426131050500/photo/1
790946055508652032,https://pbs.twimg.com/media/CvoBPWRWgAA4het.jpg,2016-10-25,16:00:09,18601,5496,This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af,Betty,puppo,False,dishwasher,70.05,12.0,12.0,https://twitter.com/dog_rates/status/790946055508652032/photo/1
790698755171364864,https://pbs.twimg.com/media/CvkgUjbUsAEvo7l.jpg,2016-10-24,23:37:28,9158,2203,This is Mosby. He appears to be rather h*ckin snuggable af. 12/10 keep it up Mosby,Mosby,,True,bernese_mountain_dog,99.65,12.0,12.0,https://twitter.com/dog_rates/status/790698755171364864/photo/1
790581949425475584,https://pbs.twimg.com/media/Cvi2FiKWgAAif1u.jpg,2016-10-24,15:53:19,22473,8183,This is Duke. He sneaks into the fridge sometimes. It's his safe place. 11/10 would give little jacket if necessary,Duke,,False,refrigerator,99.89,11.0,11.0,"https://twitter.com/dog_rates/status/790581949425475584/photo/1,https://twitter.com/dog_rates/status/790581949425475584/photo/1"
790337589677002753,https://pbs.twimg.com/media/CvfX2AnWYAAQTay.jpg,2016-10-23,23:42:19,8740,2167,Meet Maggie. She can hear your cells divide. 12/10 can also probably fly,Maggie,,True,pembroke,65.88,12.0,12.0,https://twitter.com/dog_rates/status/790337589677002753/photo/1
790277117346975746,https://pbs.twimg.com/media/Cveg1-NXgAASaaT.jpg,2016-10-23,19:42:02,14081,3732,This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce,Bruce,,True,labrador_retriever,42.77,11.0,11.0,https://twitter.com/dog_rates/status/790277117346975746/photo/1
789986466051088384,https://pbs.twimg.com/media/CvaYgDOWgAEfjls.jpg,2016-10-23,00:27:05,10369,2704,This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10,Happy,,False,tub,47.95,12.0,12.0,https://twitter.com/dog_rates/status/789986466051088384/photo/1
789628658055020548,https://pbs.twimg.com/media/CvVTEnPXYAAWLyL.jpg,2016-10-22,00:45:17,8448,2080,This is Eli. He can fly. 13/10 magical af,Eli,,True,chow,26.07,13.0,13.0,https://twitter.com/dog_rates/status/789628658055020548/photo/1
789599242079838210,https://pbs.twimg.com/media/CvU4UZpXgAE1pAV.jpg,2016-10-21,22:48:24,7620,2279,This is Brownie. She's wearing a Halloween themed onesie. 12/10 festive af,Brownie,,True,chesapeake_bay_retriever,87.88,12.0,12.0,"https://twitter.com/dog_rates/status/789599242079838210/photo/1,https://twitter.com/dog_rates/status/789599242079838210/photo/1"
789530877013393408,https://pbs.twimg.com/media/CvT6IV6WEAQhhV5.jpg,2016-10-21,18:16:44,13188,3942,This is Rizzy. She smiles a lot. 12/10 contagious af,Rizzy,,True,schipperke,36.33,12.0,12.0,"https://twitter.com/dog_rates/status/789530877013393408/photo/1,https://twitter.com/dog_rates/status/789530877013393408/photo/1,https://twitter.com/dog_rates/status/789530877013393408/photo/1"
789268448748703744,https://pbs.twimg.com/media/CvQLdotWcAAZn86.jpg,2016-10-21,00:53:56,10196,3014,This is Stella. She's happier than I will ever be. 10/10 would trade lives with,Stella,,True,malamute,81.29,10.0,10.0,https://twitter.com/dog_rates/status/789268448748703744/photo/1
789137962068021249,https://pbs.twimg.com/media/CvOUw8vWYAAzJDq.jpg,2016-10-20,16:15:26,10875,3244,This is Bo. He's a West Congolese Bugaboop Snuggle. Rather exotic. Master of the head tilt. 12/10 would pay to pet,Bo,,True,chihuahua,74.61,12.0,12.0,"https://twitter.com/dog_rates/status/789137962068021249/photo/1,https://twitter.com/dog_rates/status/789137962068021249/photo/1,https://twitter.com/dog_rates/status/789137962068021249/photo/1"
788908386943430656,https://pbs.twimg.com/media/CvLD-mbWYAAFI8w.jpg,2016-10-20,01:03:11,30653,14409,"This is Lucy. She destroyed not one, but two remotes trying to turn off the debate. 11/10 relatable af",Lucy,,False,remote_control,88.15,11.0,11.0,https://twitter.com/dog_rates/status/788908386943430656/photo/1
788765914992902144,https://pbs.twimg.com/media/CvJCabcWgAIoUxW.jpg,2016-10-19,15:37:03,30658,12014,This is Butter. She can have whatever she wants forever. 12/10 would hug softly,Butter,,True,cocker_spaniel,50.05,12.0,12.0,https://twitter.com/dog_rates/status/788765914992902144/photo/1
788412144018661376,https://pbs.twimg.com/media/CvEAqQoWgAADj5K.jpg,2016-10-18,16:11:17,16060,5990,This is Dexter. He breaks hearts for a living. 11/10 h*ckin handsome af,Dexter,,True,golden_retriever,80.52,11.0,11.0,"https://twitter.com/dog_rates/status/788412144018661376/photo/1,https://twitter.com/dog_rates/status/788412144018661376/photo/1"
788178268662984705,https://pbs.twimg.com/media/CvAr88kW8AEKNAO.jpg,2016-10-18,00:41:57,8100,2488,Atlas is back and this time he's got doggles. Still 13/10 solarly conscious af,None,,True,samoyed,73.55,13.0,13.0,"https://twitter.com/dog_rates/status/788178268662984705/photo/1,https://twitter.com/dog_rates/status/788178268662984705/photo/1,https://twitter.com/dog_rates/status/788178268662984705/photo/1,https://twitter.com/dog_rates/status/788178268662984705/photo/1"
788150585577050112,https://pbs.twimg.com/media/CvASw6dWcAQmo3X.jpg,2016-10-17,22:51:57,6865,1510,This is Leo. He's a golden chow. Rather h*ckin rare. 13/10 would give extra pats,Leo,,True,chow,81.41,13.0,13.0,"https://twitter.com/dog_rates/status/788150585577050112/photo/1,https://twitter.com/dog_rates/status/788150585577050112/photo/1,https://twitter.com/dog_rates/status/788150585577050112/photo/1,https://twitter.com/dog_rates/status/788150585577050112/photo/1"
788039637453406209,https://pbs.twimg.com/media/Cu-t20yWEAAFHXi.jpg,2016-10-17,15:31:05,6867,1535,Did... did they pick out that license plate? 12/10 for both,None,,False,beach_wagon,36.29,12.0,12.0,"https://twitter.com/dog_rates/status/788039637453406209/photo/1,https://twitter.com/dog_rates/status/788039637453406209/photo/1"
787810552592695296,https://pbs.twimg.com/media/Cu7dg2RXYAIaGXE.jpg,2016-10-17,00:20:47,9717,3540,This is Frank. He wears sunglasses and walks himself. 11/10 I'll never be this cool or independent,Frank,,True,pug,36.28,11.0,11.0,"https://twitter.com/dog_rates/status/787810552592695296/photo/1,https://twitter.com/dog_rates/status/787810552592695296/photo/1"
787717603741622272,https://pbs.twimg.com/media/Cu6I9vvWIAAZG0a.jpg,2016-10-16,18:11:26,11416,3240,This is Tonks. She is a service puppo. Can hear a caterpillar hiccup from 7 miles away. 13/10 would follow anywhere,Tonks,puppo,True,german_shepherd,99.23,13.0,13.0,"https://twitter.com/dog_rates/status/787717603741622272/photo/1,https://twitter.com/dog_rates/status/787717603741622272/photo/1,https://twitter.com/dog_rates/status/787717603741622272/photo/1,https://twitter.com/dog_rates/status/787717603741622272/photo/1"
787397959788929025,https://pbs.twimg.com/media/Cu1mQsDWEAAU_VQ.jpg,2016-10-15,21:01:17,12120,3300,This is Moose. He's rather h*ckin dangerous (you can tell by the collar). 11/10 would still attempt to snug,Moose,,True,chihuahua,90.05,11.0,11.0,https://twitter.com/dog_rates/status/787397959788929025/photo/1
787322443945877504,https://pbs.twimg.com/media/Cu0hlfwWYAEdnXO.jpg,2016-10-15,16:01:13,8726,2032,This is Lincoln. He forgot to use his blinker when he changed lanes just now. Guilty as h*ck. Still 10/10,Lincoln,,False,seat_belt,74.77,10.0,10.0,https://twitter.com/dog_rates/status/787322443945877504/photo/1
786963064373534720,https://pbs.twimg.com/media/Cuvau3MW8AAxaRv.jpg,2016-10-14,16:13:10,29725,9327,This is Rory. He's got an interview in a few minutes. Looking spiffy af. Nervous as h*ck tho. 12/10 would hire,Rory,,True,golden_retriever,91.53,12.0,12.0,https://twitter.com/dog_rates/status/786963064373534720/photo/1
786709082849828864,https://pbs.twimg.com/media/CurzvFTXgAA2_AP.jpg,2016-10-13,23:23:56,20296,7069,"This is Logan, the Chow who lived. He solemnly swears he's up to lots of good. H*ckin magical af 9.75/10",Logan,,True,pomeranian,46.73,75.0,75.0,https://twitter.com/dog_rates/status/786709082849828864/photo/1
786664955043049472,https://pbs.twimg.com/media/CurLmoqXgAEPoJ-.jpg,2016-10-13,20:28:35,11957,2996,"""Honestly Kathleen I just want more Ken Bone"" 12/10",None,,True,leonberg,51.2,12.0,12.0,https://twitter.com/dog_rates/status/786664955043049472/photo/1
786595970293370880,https://pbs.twimg.com/media/CuqM0fVWAAAboKR.jpg,2016-10-13,15:54:28,10497,3601,This is Dale. He's a real spookster. Did me quite the frighten. 11/10 not too spooky to pet tho,Dale,,True,pembroke,70.95,11.0,11.0,https://twitter.com/dog_rates/status/786595970293370880/photo/1
786363235746385920,https://pbs.twimg.com/media/Cum5LlfWAAAyPcS.jpg,2016-10-13,00:29:39,12189,4072,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af,Rizzo,,True,golden_retriever,92.93,13.0,13.0,"https://twitter.com/dog_rates/status/786363235746385920/photo/1,https://twitter.com/dog_rates/status/786363235746385920/photo/1,https://twitter.com/dog_rates/status/786363235746385920/photo/1,https://twitter.com/dog_rates/status/786363235746385920/photo/1"
786233965241827333,https://pbs.twimg.com/media/CulDnZpWcAAGbZ-.jpg,2016-10-12,15:55:59,17178,5571,This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution,Mattie,,True,labrador_retriever,47.82,11.0,11.0,https://twitter.com/dog_rates/status/786233965241827333/photo/1
785927819176054784,https://pbs.twimg.com/media/CugtKeXWEAAamDZ.jpg,2016-10-11,19:39:28,12696,3652,This is Lucy. She's strives to be the best potato she can be. 12/10 would boop,Lucy,,False,teddy,97.21,12.0,12.0,https://twitter.com/dog_rates/status/785927819176054784/photo/1
785872687017132033,https://pbs.twimg.com/ext_tw_video_thumb/785872596088811520/pu/img/5O-_BgqdFQu_2Bt7.jpg,2016-10-11,16:00:24,7489,2130,Meet Rusty. He appears to be rather h*ckin fluffy. Also downright adorable af. 12/10 would rub my face against his,Rusty,,True,great_pyrenees,39.21,12.0,12.0,https://twitter.com/dog_rates/status/785872687017132033/video/1
785639753186217984,https://pbs.twimg.com/media/CucnLmeWAAALOSC.jpg,2016-10-11,00:34:48,8735,2561,This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously,Pinot,,False,porcupine,97.8,10.0,10.0,"https://twitter.com/dog_rates/status/785639753186217984/photo/1,https://twitter.com/dog_rates/status/785639753186217984/photo/1"
785533386513321988,https://pbs.twimg.com/media/CubGchjXEAA6gpw.jpg,2016-10-10,17:32:08,10183,2334,This is Dallas. Her tongue is ridiculous. 11/10 h*ckin proud af,Dallas,,True,miniature_pinscher,43.6,11.0,11.0,"https://twitter.com/dog_rates/status/785533386513321988/photo/1,https://twitter.com/dog_rates/status/785533386513321988/photo/1"
785264754247995392,https://pbs.twimg.com/media/CuXSHNnWcAIWEwn.jpg,2016-10-09,23:44:41,8128,1911,This is Doc. He requested to be carried around like that. 12/10 anything for Doc,Doc,,False,teddy,67.49,12.0,12.0,https://twitter.com/dog_rates/status/785264754247995392/photo/1
785170936622350336,https://pbs.twimg.com/media/CuV8yfxXEAAUlye.jpg,2016-10-09,17:31:53,13491,5639,This is Hero. He was enjoying the car ride until he remembered that bees are dying globally at an alarming rate. 11/10,Hero,,False,seat_belt,89.12,11.0,11.0,"https://twitter.com/dog_rates/status/785170936622350336/photo/1,https://twitter.com/dog_rates/status/785170936622350336/photo/1,https://twitter.com/dog_rates/status/785170936622350336/photo/1,https://twitter.com/dog_rates/status/785170936622350336/photo/1"
784826020293709826,https://pbs.twimg.com/media/CuRDF-XWcAIZSer.jpg,2016-10-08,18:41:19,11310,3712,This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft,Rusty,,True,chow,9.03,13.0,13.0,https://twitter.com/dog_rates/status/784826020293709826/photo/1
784517518371221505,https://pbs.twimg.com/media/CuMqhGrXYAQwRqU.jpg,2016-10-07,22:15:26,10039,2970,This is Frankie. He has yet to learn how to control his tongue. 11/10 maybe one day,Frankie,,True,malamute,75.78,11.0,11.0,"https://twitter.com/dog_rates/status/784517518371221505/photo/1,https://twitter.com/dog_rates/status/784517518371221505/photo/1,https://twitter.com/dog_rates/status/784517518371221505/photo/1"
784431430411685888,https://pbs.twimg.com/media/CuLcNkCXgAEIwK2.jpg,2016-10-07,16:33:21,6329,1491,This is Stormy. He's curly af. Already pupared for Coachella next year. 12/10,Stormy,,True,miniature_poodle,74.48,12.0,12.0,https://twitter.com/dog_rates/status/784431430411685888/photo/1
783839966405230592,https://pbs.twimg.com/media/CuDCSM-XEAAJw1W.jpg,2016-10-06,01:23:05,33689,12643,This is Riley. His owner put a donut pillow around him and he loves it so much he won't let anyone take it off. 13/10,Riley,,False,quilt,33.37,13.0,13.0,"https://twitter.com/dog_rates/status/783839966405230592/photo/1,https://twitter.com/dog_rates/status/783839966405230592/photo/1,https://twitter.com/dog_rates/status/783839966405230592/photo/1"
783821107061198850,https://pbs.twimg.com/media/CuCxIzyWEAQTnQA.jpg,2016-10-06,00:08:09,8209,2269,This is Mairi. She has mastered the art of camouflage. 12/10 h*ckin sneaky af,Mairi,,True,lakeland_terrier,26.57,12.0,12.0,"https://twitter.com/dog_rates/status/783821107061198850/photo/1,https://twitter.com/dog_rates/status/783821107061198850/photo/1"
783695101801398276,https://pbs.twimg.com/media/CuA-iRHXYAAWP8e.jpg,2016-10-05,15:47:27,11650,3737,This is Loomis. He's the leader of the Kenneth search party. The passion is almost overwhelming. 12/10 one day he will be free,Loomis,,True,chow,31.43,12.0,12.0,"https://twitter.com/dog_rates/status/783695101801398276/photo/1,https://twitter.com/dog_rates/status/783695101801398276/photo/1,https://twitter.com/dog_rates/status/783695101801398276/photo/1"
783466772167098368,https://pbs.twimg.com/media/Ct9u3ljW8AEnVIm.jpg,2016-10-05,00:40:09,9468,2608,This is Finn. He likes eavesdropping from filing cabinets. It's a real issue but no one has approached him about it. 11/10 would still pet,Finn,,True,chihuahua,78.9,11.0,11.0,"https://twitter.com/dog_rates/status/783466772167098368/photo/1,https://twitter.com/dog_rates/status/783466772167098368/photo/1"
783391753726550016,https://pbs.twimg.com/media/Ct8qn8EWIAAk9zP.jpg,2016-10-04,19:42:03,18908,6441,Meet Godi. He's an avid beachgoer and part time rainbow summoner. Eyeliner flawless af. 13/10 would snug well,Godi,,True,norwegian_elkhound,87.71,13.0,13.0,"https://twitter.com/dog_rates/status/783391753726550016/photo/1,https://twitter.com/dog_rates/status/783391753726550016/photo/1,https://twitter.com/dog_rates/status/783391753726550016/photo/1,https://twitter.com/dog_rates/status/783391753726550016/photo/1"
783334639985389568,https://pbs.twimg.com/media/Ct72q9jWcAAhlnw.jpg,2016-10-04,15:55:06,32651,13616,This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave,Dave,,True,cardigan,59.39,12.0,12.0,"https://twitter.com/dog_rates/status/783334639985389568/photo/1,https://twitter.com/dog_rates/status/783334639985389568/photo/1,https://twitter.com/dog_rates/status/783334639985389568/photo/1"
783085703974514689,https://pbs.twimg.com/media/Ct4URfWUAAQ7lKe.jpg,2016-10-03,23:25:55,9112,2565,This is Earl. He can't catch. Did his best tho. 11/10 would repair confidence with extra pats,Earl,,True,chesapeake_bay_retriever,24.06,11.0,11.0,"https://twitter.com/dog_rates/status/783085703974514689/photo/1,https://twitter.com/dog_rates/status/783085703974514689/photo/1"
782969140009107456,https://pbs.twimg.com/media/Ct2qO5PXEAE6eB0.jpg,2016-10-03,15:42:44,26949,8521,This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable,Cali,,False,seat_belt,47.43,12.0,12.0,"https://twitter.com/dog_rates/status/782969140009107456/photo/1,https://twitter.com/dog_rates/status/782969140009107456/photo/1"
782747134529531904,https://pbs.twimg.com/media/CtzgXgeXYAA1Gxw.jpg,2016-10-03,01:00:34,8310,1604,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back,Deacon,doggo,True,golden_retriever,56.07,11.0,11.0,https://twitter.com/dog_rates/status/782747134529531904/photo/1
782722598790725632,https://pbs.twimg.com/media/CtzKC7zXEAALfSo.jpg,2016-10-02,23:23:04,19250,6238,"This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine",Penny,,True,irish_setter,57.46,10.0,10.0,https://twitter.com/dog_rates/status/782722598790725632/photo/1
782598640137187329,https://pbs.twimg.com/media/CtxZTtxUMAEduGo.jpg,2016-10-02,15:10:30,8694,2184,This is Timmy. He's quite large. According to a trusted source it's actually a dog wearing a dog suit. 11/10,Timmy,,True,malamute,84.09,11.0,11.0,https://twitter.com/dog_rates/status/782598640137187329/photo/1
782305867769217024,https://pbs.twimg.com/media/CttPBt0WIAAcsDE.jpg,2016-10-01,19:47:08,18630,6470,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes,Sampson,doggo,True,briard,50.44,12.0,12.0,"https://twitter.com/dog_rates/status/782305867769217024/photo/1,https://twitter.com/dog_rates/status/782305867769217024/photo/1,https://twitter.com/dog_rates/status/782305867769217024/photo/1"
781955203444699136,https://pbs.twimg.com/media/CtoQGu4XgAQgv5m.jpg,2016-09-30,20:33:43,12357,3920,This is Chipson. He weighed in at .3 ounces and is officially super h*ckin smol. Space-saving af. 11/10 would snug delicately,Chipson,,False,pool_table,17.96,11.0,11.0,https://twitter.com/dog_rates/status/781955203444699136/photo/1
781661882474196992,https://pbs.twimg.com/media/CtkFS72WcAAiUrs.jpg,2016-09-30,01:08:10,11634,3129,Who keeps sending in pictures without dogs in them? This needs to stop. 5/10 for the mediocre road,None,,True,pembroke,43.81,5.0,5.0,https://twitter.com/dog_rates/status/781661882474196992/photo/1
781524693396357120,https://pbs.twimg.com/media/CtiIj0AWcAEBDvw.jpg,2016-09-29,16:03:01,23163,6426,Idk why this keeps happening. We only rate dogs. Not Bangladeshi Couch Chipmunks. Please only send dogs... 12/10,None,,False,tennis_ball,99.47,12.0,12.0,https://twitter.com/dog_rates/status/781524693396357120/photo/1
781251288990355457,https://pbs.twimg.com/media/CteP5H5WcAEhdLO.jpg,2016-09-28,21:56:36,9428,2458,This is Oakley. He just got yelled at for going 46 in a 45. Churlish af. 11/10 would still pet so well,Oakley,,True,mexican_hairless,88.78,11.0,11.0,"https://twitter.com/dog_rates/status/781251288990355457/photo/1,https://twitter.com/dog_rates/status/781251288990355457/photo/1"
781163403222056960,https://pbs.twimg.com/media/Ctc_-BTWEAAQpZh.jpg,2016-09-28,16:07:23,10895,3168,"We normally don't rate lobsters, but this one appears to be a really good lobster. 10/10 would pet with caution",None,,True,shetland_sheepdog,97.38,10.0,10.0,https://twitter.com/dog_rates/status/781163403222056960/photo/1
